[mea_500kV_1]二次侧数据---kV/kA
		TIME		Va		Vb		Vc		Ia		Ib		Ic		Vab		Vbc		Vca		freq		P		Q		pf		3I0		3V0
    0.000000,	    0.023393,	    0.035250,	    0.011858,	    0.000325,	    0.000479,	    0.000154,	    0.058643,	    0.047108,	    0.011535,	   -1.#IND00,	    0.001930,	    0.000000,	    1.000000,	    0.000000,	   -0.000000
    0.277875,	  280.993991,	  280.993956,	  280.993959,	    1.049991,	    1.049991,	    1.049991,	  486.695847,	  486.695791,	  486.695853,	   50.000004,	236872.831223,	   -0.178136,	    1.000000,	    0.000000,	   -0.000000
    0.278292,	  280.993990,	  280.993951,	  280.993965,	    1.049991,	    1.049991,	    1.049991,	  486.695837,	  486.695793,	  486.695860,	   49.999973,	236872.831006,	   -0.178969,	    1.000000,	    0.000000,	    0.000000
    0.278708,	  280.993987,	  280.993948,	  280.993970,	    1.049991,	    1.049991,	    1.049991,	  486.695826,	  486.695798,	  486.695865,	   49.999983,	236872.830800,	   -0.178322,	    1.000000,	    0.000000,	    0.000000
    0.279125,	  280.993983,	  280.993946,	  280.993976,	    1.049991,	    1.049991,	    1.049991,	  486.695816,	  486.695805,	  486.695868,	   49.999993,	236872.830821,	   -0.178778,	    1.000000,	    0.000000,	    0.000000
    0.279542,	  280.993978,	  280.993946,	  280.993981,	    1.049991,	    1.049991,	    1.049991,	  486.695808,	  486.695814,	  486.695869,	   50.000002,	236872.831101,	   -0.178827,	    1.000000,	    0.000000,	    0.000000
    0.279958,	  280.993972,	  280.993947,	  280.993986,	    1.049991,	    1.049991,	    1.049991,	  486.695799,	  486.695823,	  486.695866,	   49.999981,	236872.830310,	   -0.178801,	    1.000000,	   -0.000000,	    0.000000
    0.280375,	  280.993966,	  280.993950,	  280.993989,	    1.049991,	    1.049991,	    1.049991,	  486.695795,	  486.695834,	  486.695862,	   49.999976,	236872.831112,	   -0.178628,	    1.000000,	    0.000000,	    0.000000
    0.280792,	  280.993960,	  280.993954,	  280.993990,	    1.049991,	    1.049991,	    1.049991,	  486.695791,	  486.695843,	  486.695855,	   49.999993,	236872.830551,	   -0.179261,	    1.000000,	    0.000000,	    0.000000
    0.281208,	  280.993955,	  280.993959,	  280.993991,	    1.049991,	    1.049991,	    1.049991,	  486.695791,	  486.695852,	  486.695846,	   50.000008,	236872.830559,	   -0.178533,	    1.000000,	    0.000000,	    0.000000
    0.281625,	  280.993951,	  280.993965,	  280.993989,	    1.049991,	    1.049991,	    1.049991,	  486.695794,	  486.695860,	  486.695836,	   49.999973,	236872.830680,	   -0.179164,	    1.000000,	    0.000000,	    0.000000
    0.282042,	  280.993948,	  280.993970,	  280.993986,	    1.049991,	    1.049991,	    1.049991,	  486.695798,	  486.695865,	  486.695826,	   49.999979,	236872.830681,	   -0.178966,	    1.000000,	    0.000000,	    0.000000
    0.282458,	  280.993946,	  280.993976,	  280.993982,	    1.049991,	    1.049991,	    1.049991,	  486.695804,	  486.695868,	  486.695816,	   49.999997,	236872.830332,	   -0.178834,	    1.000000,	   -0.000000,	    0.000000
    0.282875,	  280.993946,	  280.993981,	  280.993977,	    1.049991,	    1.049991,	    1.049991,	  486.695814,	  486.695868,	  486.695807,	   50.000001,	236872.830779,	   -0.179066,	    1.000000,	   -0.000000,	    0.000000
    0.283292,	  280.993947,	  280.993985,	  280.993972,	    1.049991,	    1.049991,	    1.049991,	  486.695823,	  486.695866,	  486.695800,	   49.999978,	236872.830409,	   -0.179015,	    1.000000,	    0.000000,	    0.000000
    0.283708,	  280.993950,	  280.993989,	  280.993966,	    1.049991,	    1.049991,	    1.049991,	  486.695834,	  486.695861,	  486.695794,	   49.999981,	236872.830529,	   -0.178849,	    1.000000,	   -0.000000,	    0.000000
    0.284125,	  280.993954,	  280.993990,	  280.993960,	    1.049991,	    1.049991,	    1.049991,	  486.695844,	  486.695854,	  486.695791,	   49.999990,	236872.830541,	   -0.179077,	    1.000000,	   -0.000000,	    0.000000
    0.284542,	  280.993959,	  280.993991,	  280.993955,	    1.049991,	    1.049991,	    1.049991,	  486.695852,	  486.695846,	  486.695791,	   50.000008,	236872.830571,	   -0.178877,	    1.000000,	   -0.000000,	    0.000000
    0.284958,	  280.993965,	  280.993989,	  280.993951,	    1.049991,	    1.049991,	    1.049991,	  486.695860,	  486.695836,	  486.695793,	   49.999976,	236872.830477,	   -0.178875,	    1.000000,	   -0.000000,	    0.000000
    0.285375,	  280.993971,	  280.993986,	  280.993948,	    1.049991,	    1.049991,	    1.049991,	  486.695865,	  486.695825,	  486.695798,	   49.999976,	236872.830534,	   -0.178984,	    1.000000,	   -0.000000,	    0.000000
    0.285792,	  280.993976,	  280.993983,	  280.993946,	    1.049991,	    1.049991,	    1.049991,	  486.695868,	  486.695816,	  486.695805,	   49.999997,	236872.830657,	   -0.178716,	    1.000000,	   -0.000000,	    0.000000
    0.286208,	  280.993982,	  280.993977,	  280.993946,	    1.049991,	    1.049991,	    1.049991,	  486.695868,	  486.695806,	  486.695814,	   50.000005,	236872.830484,	   -0.179007,	    1.000000,	   -0.000000,	    0.000000
    0.286625,	  280.993986,	  280.993972,	  280.993947,	    1.049991,	    1.049991,	    1.049991,	  486.695866,	  486.695799,	  486.695824,	   49.999973,	236872.830593,	   -0.178596,	    1.000000,	   -0.000000,	    0.000000
    0.287042,	  280.993989,	  280.993966,	  280.993950,	    1.049991,	    1.049991,	    1.049991,	  486.695861,	  486.695794,	  486.695834,	   49.999983,	236872.830755,	   -0.178858,	    1.000000,	   -0.000000,	    0.000000
    0.287458,	  280.993991,	  280.993960,	  280.993954,	    1.049991,	    1.049991,	    1.049991,	  486.695854,	  486.695791,	  486.695844,	   49.999991,	236872.830521,	   -0.178681,	    1.000000,	   -0.000000,	    0.000000
    0.287875,	  280.993991,	  280.993955,	  280.993959,	    1.049991,	    1.049991,	    1.049991,	  486.695845,	  486.695791,	  486.695853,	   50.000005,	236872.830625,	   -0.178670,	    1.000000,	   -0.000000,	    0.000000
    0.288292,	  280.993989,	  280.993951,	  280.993965,	    1.049991,	    1.049991,	    1.049991,	  486.695836,	  486.695794,	  486.695860,	   49.999978,	236872.830922,	   -0.178599,	    1.000000,	   -0.000000,	   -0.000000
    0.288708,	  280.993987,	  280.993947,	  280.993971,	    1.049991,	    1.049991,	    1.049991,	  486.695825,	  486.695798,	  486.695866,	   49.999990,	236872.830484,	   -0.178750,	    1.000000,	   -0.000000,	   -0.000000
    0.289125,	  280.993983,	  280.993946,	  280.993976,	    1.049991,	    1.049991,	    1.049991,	  486.695816,	  486.695805,	  486.695868,	   49.999989,	236872.830837,	   -0.178278,	    1.000000,	   -0.000000,	   -0.000000
    0.289542,	  280.993978,	  280.993946,	  280.993982,	    1.049991,	    1.049991,	    1.049991,	  486.695807,	  486.695814,	  486.695869,	   50.000001,	236872.830876,	   -0.178846,	    1.000000,	   -0.000000,	   -0.000000
    0.289958,	  280.993972,	  280.993947,	  280.993986,	    1.049991,	    1.049991,	    1.049991,	  486.695799,	  486.695823,	  486.695866,	   49.999985,	236872.830592,	   -0.178312,	    1.000000,	   -0.000000,	   -0.000000
    0.290375,	  280.993966,	  280.993950,	  280.993989,	    1.049991,	    1.049991,	    1.049991,	  486.695794,	  486.695834,	  486.695862,	   49.999985,	236872.830901,	   -0.178515,	    1.000000,	   -0.000000,	   -0.000000
    0.290792,	  280.993960,	  280.993954,	  280.993991,	    1.049991,	    1.049991,	    1.049991,	  486.695791,	  486.695844,	  486.695855,	   49.999988,	236872.830949,	   -0.178497,	    1.000000,	    0.000000,	   -0.000000
    0.291208,	  280.993955,	  280.993959,	  280.993991,	    1.049991,	    1.049991,	    1.049991,	  486.695790,	  486.695853,	  486.695846,	   50.000007,	236872.830630,	   -0.178419,	    1.000000,	   -0.000000,	   -0.000000
    0.291625,	  280.993951,	  280.993965,	  280.993990,	    1.049991,	    1.049991,	    1.049991,	  486.695794,	  486.695860,	  486.695836,	   49.999980,	236872.830994,	   -0.178327,	    1.000000,	    0.000000,	   -0.000000
    0.292042,	  280.993948,	  280.993971,	  280.993987,	    1.049991,	    1.049991,	    1.049991,	  486.695798,	  486.695866,	  486.695826,	   49.999985,	236872.830881,	   -0.178622,	    1.000000,	    0.000000,	   -0.000000
    0.292458,	  280.993946,	  280.993976,	  280.993983,	    1.049991,	    1.049991,	    1.049991,	  486.695805,	  486.695869,	  486.695816,	   49.999993,	236872.830765,	   -0.178167,	    1.000000,	    0.000000,	   -0.000000
    0.292875,	  280.993946,	  280.993982,	  280.993978,	    1.049991,	    1.049991,	    1.049991,	  486.695814,	  486.695869,	  486.695807,	   50.000001,	236872.830970,	   -0.178538,	    1.000000,	    0.000000,	   -0.000000
    0.293292,	  280.993947,	  280.993986,	  280.993972,	    1.049991,	    1.049991,	    1.049991,	  486.695824,	  486.695867,	  486.695800,	   49.999983,	236872.830891,	   -0.178369,	    1.000000,	    0.000000,	   -0.000000
    0.293708,	  280.993950,	  280.993989,	  280.993966,	    1.049991,	    1.049991,	    1.049991,	  486.695834,	  486.695862,	  486.695794,	   49.999988,	236872.830818,	   -0.178356,	    1.000000,	    0.000000,	   -0.000000
    0.294125,	  280.993954,	  280.993991,	  280.993960,	    1.049991,	    1.049991,	    1.049991,	  486.695844,	  486.695855,	  486.695791,	   49.999987,	236872.830928,	   -0.178451,	    1.000000,	    0.000000,	   -0.000000
    0.294542,	  280.993959,	  280.993991,	  280.993955,	    1.049991,	    1.049991,	    1.049991,	  486.695853,	  486.695846,	  486.695791,	   50.000005,	236872.830886,	   -0.178410,	    1.000000,	    0.000000,	   -0.000000
    0.294958,	  280.993965,	  280.993990,	  280.993951,	    1.049991,	    1.049991,	    1.049991,	  486.695860,	  486.695836,	  486.695793,	   49.999984,	236872.830866,	   -0.178374,	    1.000000,	    0.000000,	   -0.000000
    0.295375,	  280.993971,	  280.993987,	  280.993948,	    1.049991,	    1.049991,	    1.049991,	  486.695866,	  486.695826,	  486.695798,	   49.999982,	236872.830827,	   -0.178489,	    1.000000,	    0.000000,	   -0.000000
    0.295792,	  280.993976,	  280.993983,	  280.993946,	    1.049991,	    1.049991,	    1.049991,	  486.695868,	  486.695816,	  486.695805,	   49.999992,	236872.830936,	   -0.178408,	    1.000000,	    0.000000,	   -0.000000
    0.296208,	  280.993982,	  280.993978,	  280.993946,	    1.049991,	    1.049991,	    1.049991,	  486.695869,	  486.695807,	  486.695814,	   50.000004,	236872.830804,	   -0.178503,	    1.000000,	    0.000000,	   -0.000000
    0.296625,	  280.993986,	  280.993972,	  280.993947,	    1.049991,	    1.049991,	    1.049991,	  486.695866,	  486.695800,	  486.695824,	   49.999981,	236872.830813,	   -0.178476,	    1.000000,	    0.000000,	   -0.000000
    0.297042,	  280.993989,	  280.993966,	  280.993950,	    1.049991,	    1.049991,	    1.049991,	  486.695862,	  486.695795,	  486.695834,	   49.999987,	236872.830916,	   -0.178456,	    1.000000,	    0.000000,	   -0.000000
    0.297458,	  280.993991,	  280.993960,	  280.993954,	    1.049991,	    1.049991,	    1.049991,	  486.695855,	  486.695791,	  486.695844,	   49.999990,	236872.830802,	   -0.178606,	    1.000000,	    0.000000,	   -0.000000
    0.297875,	  280.993991,	  280.993955,	  280.993959,	    1.049991,	    1.049991,	    1.049991,	  486.695846,	  486.695791,	  486.695853,	   50.000002,	236872.830712,	   -0.178427,	    1.000000,	    0.000000,	   -0.000000
    0.298292,	  280.993989,	  280.993951,	  280.993965,	    1.049991,	    1.049991,	    1.049991,	  486.695836,	  486.695794,	  486.695860,	   49.999985,	236872.830986,	   -0.178651,	    1.000000,	    0.000000,	    0.000000
    0.298708,	  280.993987,	  280.993948,	  280.993971,	    1.049991,	    1.049991,	    1.049991,	  486.695826,	  486.695798,	  486.695865,	   49.999991,	236872.830652,	   -0.178558,	    1.000000,	    0.000000,	    0.000000
    0.299125,	  280.993983,	  280.993946,	  280.993976,	    1.049991,	    1.049991,	    1.049991,	  486.695816,	  486.695805,	  486.695868,	   49.999990,	236872.830832,	   -0.178529,	    1.000000,	    0.000000,	    0.000000
    0.299542,	  280.993978,	  280.993946,	  280.993982,	    1.049991,	    1.049991,	    1.049991,	  486.695807,	  486.695814,	  486.695869,	   49.999998,	236872.830857,	   -0.178659,	    1.000000,	   -0.000000,	    0.000000
    0.299958,	  280.993972,	  280.993947,	  280.993986,	    1.049991,	    1.049991,	    1.049991,	  486.695800,	  486.695823,	  486.695866,	   49.999989,	236872.830714,	   -0.178656,	    1.000000,	    0.000000,	    0.000000
    0.300375,	  280.993966,	  280.993950,	  280.993989,	    1.049991,	    1.049991,	    1.049991,	  486.695794,	  486.695834,	  486.695861,	   49.999990,	236872.830740,	   -0.178500,	    1.000000,	    0.000000,	    0.000000
    0.300792,	  280.993960,	  280.993954,	  280.993991,	    1.049991,	    1.049991,	    1.049991,	  486.695792,	  486.695844,	  486.695855,	   49.999987,	236872.830927,	   -0.178821,	    1.000000,	    0.000000,	    0.000000
    0.301208,	  280.993955,	  280.993959,	  280.993991,	    1.049991,	    1.049991,	    1.049991,	  486.695791,	  486.695852,	  486.695846,	   50.000003,	236872.830602,	   -0.178525,	    1.000000,	   -0.000000,	    0.000000
    0.301625,	  280.993951,	  280.993965,	  280.993989,	    1.049991,	    1.049991,	    1.049991,	  486.695794,	  486.695860,	  486.695836,	   49.999987,	236872.830878,	   -0.178695,	    1.000000,	   -0.000000,	    0.000000
    0.302042,	  280.993948,	  280.993971,	  280.993987,	    1.049991,	    1.049991,	    1.049991,	  486.695798,	  486.695865,	  486.695826,	   49.999989,	236872.830771,	   -0.178717,	    1.000000,	   -0.000000,	    0.000000
    0.302458,	  280.993946,	  280.993976,	  280.993983,	    1.049991,	    1.049991,	    1.049991,	  486.695805,	  486.695868,	  486.695816,	   49.999991,	236872.830743,	   -0.178639,	    1.000000,	    0.000000,	    0.000000
    0.302875,	  280.993946,	  280.993982,	  280.993978,	    1.049991,	    1.049991,	    1.049991,	  486.695814,	  486.695869,	  486.695807,	   50.000000,	236872.830786,	   -0.178646,	    1.000000,	   -0.000000,	    0.000000
    0.303292,	  280.993947,	  280.993986,	  280.993972,	    1.049991,	    1.049991,	    1.049991,	  486.695824,	  486.695866,	  486.695800,	   49.999987,	236872.830830,	   -0.178780,	    1.000000,	    0.000000,	    0.000000
    0.303708,	  280.993950,	  280.993989,	  280.993966,	    1.049991,	    1.049991,	    1.049991,	  486.695834,	  486.695862,	  486.695794,	   49.999992,	236872.830721,	   -0.178564,	    1.000000,	   -0.000000,	    0.000000
    0.304125,	  280.993954,	  280.993991,	  280.993960,	    1.049991,	    1.049991,	    1.049991,	  486.695844,	  486.695854,	  486.695791,	   49.999987,	236872.830822,	   -0.178783,	    1.000000,	   -0.000000,	    0.000000
    0.304542,	  280.993959,	  280.993991,	  280.993955,	    1.049991,	    1.049991,	    1.049991,	  486.695853,	  486.695846,	  486.695791,	   50.000001,	236872.830805,	   -0.178627,	    1.000000,	   -0.000000,	    0.000000
    0.304958,	  280.993965,	  280.993989,	  280.993951,	    1.049991,	    1.049991,	    1.049991,	  486.695860,	  486.695836,	  486.695793,	   49.999989,	236872.830783,	   -0.178706,	    1.000000,	   -0.000000,	    0.000000
    0.305375,	  280.993971,	  280.993987,	  280.993948,	    1.049991,	    1.049991,	    1.049991,	  486.695866,	  486.695826,	  486.695798,	   49.999988,	236872.830793,	   -0.178658,	    1.000000,	   -0.000000,	    0.000000
    0.305792,	  280.993976,	  280.993983,	  280.993946,	    1.049991,	    1.049991,	    1.049991,	  486.695868,	  486.695816,	  486.695805,	   49.999989,	236872.830817,	   -0.178678,	    1.000000,	   -0.000000,	    0.000000
    0.306208,	  280.993982,	  280.993978,	  280.993946,	    1.049991,	    1.049991,	    1.049991,	  486.695869,	  486.695807,	  486.695814,	   50.000002,	236872.830831,	   -0.178663,	    1.000000,	   -0.000000,	    0.000000
    0.306625,	  280.993986,	  280.993972,	  280.993947,	    1.049991,	    1.049991,	    1.049991,	  486.695866,	  486.695799,	  486.695824,	   49.999986,	236872.830710,	   -0.178693,	    1.000000,	   -0.000000,	    0.000000
    0.307042,	  280.993989,	  280.993966,	  280.993950,	    1.049991,	    1.049991,	    1.049991,	  486.695862,	  486.695795,	  486.695834,	   49.999991,	236872.830936,	   -0.178594,	    1.000000,	   -0.000000,	    0.000000
    0.307458,	  280.993991,	  280.993960,	  280.993954,	    1.049991,	    1.049991,	    1.049991,	  486.695855,	  486.695791,	  486.695844,	   49.999988,	236872.830718,	   -0.178744,	    1.000000,	   -0.000000,	    0.000000
    0.307875,	  280.993991,	  280.993955,	  280.993959,	    1.049991,	    1.049991,	    1.049991,	  486.695846,	  486.695791,	  486.695853,	   50.000000,	236872.830818,	   -0.178560,	    1.000000,	   -0.000000,	    0.000000
    0.308292,	  280.993990,	  280.993951,	  280.993965,	    1.049991,	    1.049991,	    1.049991,	  486.695836,	  486.695793,	  486.695860,	   49.999989,	236872.830823,	   -0.178678,	    1.000000,	   -0.000000,	   -0.000000
    0.308708,	  280.993987,	  280.993948,	  280.993971,	    1.049991,	    1.049991,	    1.049991,	  486.695826,	  486.695798,	  486.695865,	   49.999993,	236872.830819,	   -0.178669,	    1.000000,	   -0.000000,	   -0.000000
    0.309125,	  280.993983,	  280.993946,	  280.993976,	    1.049991,	    1.049991,	    1.049991,	  486.695816,	  486.695805,	  486.695868,	   49.999989,	236872.830672,	   -0.178565,	    1.000000,	   -0.000000,	   -0.000000
    0.309542,	  280.993978,	  280.993946,	  280.993982,	    1.049991,	    1.049991,	    1.049991,	  486.695807,	  486.695814,	  486.695869,	   49.999997,	236872.830976,	   -0.178663,	    1.000000,	   -0.000000,	   -0.000000
    0.309958,	  280.993972,	  280.993947,	  280.993986,	    1.049991,	    1.049991,	    1.049991,	  486.695799,	  486.695823,	  486.695866,	   49.999992,	236872.830611,	   -0.178656,	    1.000000,	   -0.000000,	   -0.000000
    0.310375,	  280.993966,	  280.993950,	  280.993989,	    1.049991,	    1.049991,	    1.049991,	  486.695794,	  486.695834,	  486.695862,	   49.999993,	236872.830851,	   -0.178535,	    1.000000,	   -0.000000,	   -0.000000
